year_range,fips_st,fips_cnty,deaths,exp_tot,exp_correction,exp_police,exp_welfare,rev_tot,rev_fines,rev_gen_ownsource,rev_int_gov,rev_prop_tax,rev_tax,pop_tot,pop_pct_men_15_34,pop_wht,pop_blk,pop_ami,pop_api,pop_lat,pop_pct_pov,pop_pct_deep_pov,pop_med_income,pop_pc_income,violent.yr,property.yr,murder.yr,ft_sworn,cbsa,metroname,dissim_bw,dissim_wl
2012-2016,24,019,0,131450640.00000001,4013760,8063040.000000001,194250.00000000003,146897400.00000003,53280,77219370.00000001,67743300,43527540,60282990.00000001,32451,0.11380234815568087,20869,9101,27,352,1516,0.16994996873045654,0.08333333333333333,53176.770000000004,31141.050000000003,204.08333333333334,344.0833333333333,0.25,29.666666666666668,NA,NA,NA,NA
2012-2016,24,021,2,1186638840,16779870.000000004,59501550,38297220,1227186030,2930400,818301990.0000001,369544530,397644180.00000006,617060100.0000001,243465,0.1287084385846015,183905,22196,646,10847,20485,0.07120621100836709,0.03201451358134351,95143.65000000001,42490.8,641.3125,879,0.875,83,13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division",47.92,48.79
2012-2016,24,023,0,151245270.00000003,2063490.0000000002,3230100.0000000005,313020.00000000006,176894040,61050.00000000001,91200930.00000001,82996920.00000001,56429070.00000001,74271210,29677,0.11975604003100043,28718,187,45,99,301,0.126531598384703,0.04252234839333172,51367.47,27856.56,98.375,168.125,0.125,17,NA,NA,NA,NA
2012-2016,24,025,3,1127067360,21896970,71001150.00000001,7540230.000000001,1096677780,980130.0000000001,710084760,366011400,356241180.00000006,582052920,249776,0.12697376849657294,193351,33742,443,6486,10208,0.07682485291265274,0.039519622421930564,89967.72,40416.21000000001,574.75,863.1875,1.3125,97.25,12580,"Baltimore-Towson, MD Metropolitan Statistical Area",64.31,39.76
2012-2016,24,027,5,1853863170.0000002,16090560.000000002,92740500.00000001,16292580.000000002,1840656390.0000002,3992670.0000000005,1346233530,457699620.00000006,632709990.0000001,1138520340,308447,0.12702668529763622,170445,56504,499,51677,19595,0.04929398253879181,0.025108643167551906,126318.00000000001,55130.37,3289.75,5881.5,3.75,424,12580,"Baltimore-Towson, MD Metropolitan Statistical Area",64.31,39.76
2012-2016,24,029,0,80405070,2882670,7112880.000000001,1083360.0000000002,85403400.00000001,240870.00000000003,62670600.00000001,20552760.000000004,37595700.00000001,51399660,19819,0.12730208385892325,15490,2949,36,207,870,0.11994093196237147,0.0746007438197331,61081.08,33388.8,62.916666666666664,100.25,0,12.666666666666666,NA,NA,NA,NA
2012-2016,24,031,11,7228405470.000001,70011030.00000001,317876250,97650030.00000001,7279716330.000001,42196650,5185285080,1445726160.0000002,2240646e3,4187997810.0000005,1026371,0.12617269973528092,471476,182774,2857,150273,190550,0.06862661344566695,0.031413155013526185,111390.72000000002,55395.66,1254.8235294117646,3932.8823529411766,4.117647058823529,324.6470588235294,13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division",47.92,48.79
2012-2016,24,033,15,4472103420.000001,64650840.00000001,270490350.00000006,31183230.000000004,4355085e3,34875090.00000001,2534505180,1621815450.0000002,1250205210.0000002,1988113230.0000002,897693,0.14828677510017343,122505,570138,3449,38332,150268,0.09656775605086831,0.044211222024704865,84276.75000000001,36874.200000000004,308.19642857142856,966.125,2.258928571428571,85.42857142857143,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",64.13,48.15
2012-2016,24,037,0,381464820,10441770,22857120.000000004,3366630,401421510,205350.00000000003,252273030.00000003,140118630,111619380,212904660.00000003,110675,0.13866726903094648,83555,15568,217,2995,5136,0.0784255421955435,0.041619431693582856,96359.1,40863.54,746.875,1141.875,0.5,66,NA,NA,NA,NA
2012-2016,24,039,0,138823260,2851590,4882890,290820.00000000006,139065240.00000003,75480,39881190,98161740,21232080,29038710.000000004,25899,0.1900459477199892,13358,10837,69,283,937,0.25064921574737714,0.12049444271320245,39833.46000000001,19028.730000000003,33.833333333333336,48.58333333333333,0.25,12.666666666666666,41540,"Salisbury, MD Metropolitan Statistical Area",41.96,31.57
2012-2016,24,041,0,195576450,2790540.0000000005,11787090,1133310.0000000002,192550590.00000003,99900,125548770,28139610.000000004,54331170.00000001,88726740,37668,0.09254539662312838,29369,4172,79,563,2298,0.10911824723445387,0.03946944474277736,68148.45000000001,44991.630000000005,69.65,135.65,0,18.2,NA,NA,NA,NA
2012-2016,24,045,1,392880060.00000006,11656110,25078230.000000004,12153390.000000002,420529050.00000006,397380.00000000006,227051610.00000003,187006140,92931420.00000001,147698820,101527,0.1482659785081801,65431,25001,214,3296,4968,0.1630605076953009,0.08072130006041553,59393.880000000005,29412.780000000002,394,624.55,0.65,26.6,41540,"Salisbury, MD Metropolitan Statistical Area",41.96,31.57
2012-2016,24,047,0,401372670.00000006,11108880.000000002,35304660,2172270,424441800.00000006,1003440,311848950,69214050,189682350,252078780.00000003,51441,0.10227250636651698,41177,7056,80,785,1726,0.10175238020145473,0.04829394255977607,63521.97000000001,36616.68,200.95833333333334,323.8333333333333,0.20833333333333331,34.166666666666664,NA,NA,NA,NA
2012-2016,24,510,35,4585675290,0,412414950,0,4098280950,42416430,1873099470.0000002,1909285470.0000002,847783590.0000001,1375065780,621000,0.15518840579710144,171911,391160,1799,16054,29537,0.2308043623369519,0.11487186178906672,49130.82000000001,30113.190000000002,2697.9615384615386,4699.615384615384,38.61538461538461,501.38461538461536,12580,"Baltimore-Towson, MD Metropolitan Statistical Area",64.31,39.76
2012-2016,25,007,0,126980670.00000001,0,8501490.000000002,104340,124716270,286380.00000000006,110163060.00000001,11374170.000000002,92044530.00000001,96135990,17137,0.1139639376787069,14897,634,272,53,286,0.09090373859287607,0.060700618192522815,70522.74,44456.61,33.142857142857146,57.952380952380956,0,10,NA,NA,NA,NA
2012-2016,25,009,10,3330768120,0,149156250,7344870.000000001,3270444060,6420240.000000001,1905122970.0000002,977921100.0000001,1590988530,1636437480.0000002,769362,0.1267283801383484,560502,31174,1658,26592,144843,0.11256971108829651,0.049017902086385304,78683.46,41303.100000000006,244.42335766423358,392.6131386861314,0.32116788321167883,40.43065693430657,21604,NA,NA,NA
2012-2016,25,011,0,255942690.00000003,0,9819060.000000002,1425240.0000000002,245649660.00000003,342990,165232380,70401750,141718140,144839460.00000003,70916,0.1182525805177957,64844,884,173,1202,2599,0.11299086725257709,0.049362714877632656,62545.170000000006,35174.79,56.46511627906977,96.27906976744187,0.06976744186046512,8.255813953488373,44140,"Springfield, MA Metropolitan Statistical Area",61.55,63.4
2012-2016,25,013,4,2505906030.0000005,0,103662900.00000001,14552100.000000002,2338222770,919080,923553300,1081701660.0000002,765621390,788046720.0000001,468072,0.13866242800252954,303211,40303,1489,10228,109127,0.17648678535396925,0.07962931144623166,56615.55,30033.270000000004,712.6333333333333,929.9166666666666,1.2833333333333332,73.76666666666667,44140,"Springfield, MA Metropolitan Statistical Area",61.55,63.4
2012-2016,25,015,1,557954820.0000001,0,35298e3,2755020.0000000005,525913560.00000006,1532910,324669450,157330290,253389690.00000003,261170790.00000003,161035,0.16937932747539355,136253,4543,276,8401,8460,0.14697902573489513,0.07635819038179095,69494.88,34466.61,98.01785714285714,170.5,0.03571428571428571,21.142857142857142,44140,"Springfield, MA Metropolitan Statistical Area",61.55,63.4
2012-2016,25,017,5,8395381770.000001,0,322310700,11989110,8739077730,30714810,5729962080,1785462750.0000002,4071042660,4216632480.0000005,1567610,0.14410471992396068,1161178,78698,2335,170603,117082,0.0824689067768969,0.04008791249504632,98811.09000000001,50592.69,201.82110091743118,398.3256880733945,0.20642201834862386,51.76146788990826,15764,"Cambridge-Newton-Framingham, MA Metropolitan Division",44.69,44.08
2012-2016,25,019,0,128811060.00000001,0,4768560,7394820.000000001,145202430.00000003,247530.00000000003,127868670.00000001,11026740.000000002,71794800,88978710,10694,0.14737235833177484,8015,726,62,105,1268,0.10260540028422549,0.03486499289436286,99265.08,51069.990000000005,112.25,309.75,0,35,NA,NA,NA,NA
2012-2016,25,021,1,3392993610.0000005,0,148755540,6057270,3151894950,7179480.000000001,2207075160,615369570.0000001,1809469830,1862102700.0000002,691218,0.12220167877572632,535390,44123,641,69460,27586,0.06737288513110183,0.03351270925953974,100150.86000000002,52509.66,149.60576923076923,332.5480769230769,0.09615384615384616,47.36538461538461,14484,"Boston-Quincy, MA Metropolitan Division",67.84,62.02
2012-2016,25,025,8,4577280360,0,371723460,7488060,5132109420.000001,75023790.00000001,2636860500,1249999860,2018197560.0000002,2189360670.0000005,767719,0.19622283674104718,353628,173090,2856,65856,167446,0.20143073538029477,0.10382782526010857,63757.29000000001,39786.840000000004,1838.78125,2490.5625,6.3125,317.25,14484,"Boston-Quincy, MA Metropolitan Division",67.84,62.02
2012-2016,25,027,3,3450435000.0000005,0,147753210.00000003,5956260,3158315190.0000005,3741810.0000000005,1776602730.0000002,1153333290,1439735490.0000002,1476731790,813589,0.1342102707878302,639034,39053,1511,37197,85228,0.11422469953412695,0.049199499170580724,74375.55,36931.920000000006,171.76444444444445,273.47555555555556,0.2177777777777778,26.23111111111111,49340,"Worcester, MA Metropolitan Statistical Area",49.29,52.67
2012-2016,26,003,1,19379490,862470,1034520,0,17716710.000000004,8880,11265390.000000002,5746470,4343430,4701960,9396,0.1360153256704981,7941,688,253,26,127,0.13053835159599808,0.03739876131491186,45809.700000000004,23302.230000000003,12.375,20.625,0,7,NA,NA,NA,NA
2012-2016,26,007,0,212498400.00000003,7770.000000000001,4265730.000000001,822510.0000000001,221177490.00000003,277500,170180760,46703250.00000001,17025180,17724480.000000004,28929,0.10999343219606623,27807,172,133,125,375,0.16283254533907277,0.06495660151012632,44213.520000000004,25281.36,129.125,173.125,0.25,15,NA,NA,NA,NA
2012-2016,26,015,3,75838530.00000001,2082360.0000000002,5843040.000000001,15462300.000000002,79359450.00000001,133200.00000000003,47910930.00000001,28610250.000000004,23709600.000000004,24047040,59316,0.11730393148560253,56251,365,154,308,1528,0.09349906689266697,0.04384748403444792,63140.130000000005,28758.99,90.4,105.1,0.1,10.4,24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",61.35,50.4
2012-2016,26,039,2,24111420.000000004,1026750,2107890.0000000005,471750.00000000006,23819490,0,15880770.000000002,7686750.000000001,8386050.000000001,9072030,13840,0.09898843930635838,13183,70,39,93,244,0.17163518299881936,0.07224025974025974,45547.740000000005,24806.280000000002,74.75,110.25,0,9.5,NA,NA,NA,NA
2012-2016,26,041,0,40423980,2019090.0000000002,3222330.0000000005,352980,41840340.00000001,137640.00000000003,20216430,15546660.000000002,10660440,11007870,36570,0.10459392945036916,34180,91,736,119,417,0.16572143452877397,0.05615790936891854,47011.83,26842.020000000004,179.5,257.1666666666667,0.08333333333333333,20.333333333333332,NA,NA,NA,NA
2012-2016,26,043,0,157106070,848040.0000000001,4615380,315240,151967880,117660.00000000001,116244750.00000001,28226190.000000004,15497820.000000002,15866340.000000002,25889,0.1108578933137626,24802,140,175,139,346,0.14614598884261806,0.0644299520704015,48144.030000000006,27900.960000000003,25.5,46,0,20,NA,NA,NA,NA
2012-2016,26,045,1,158964210.00000003,5972910.000000001,17304900,23060250.000000004,164787270.00000003,674880.0000000001,105131430.00000001,40200870,50499450.00000001,53245590.00000001,108544,0.1279389003537736,90816,6718,528,2110,5601,0.11142648381294964,0.05099670263788969,62683.920000000006,31772.640000000003,143.41666666666666,273.9583333333333,0.08333333333333333,21.083333333333336,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",52.64,36.03
2012-2016,26,097,0,30368490,1084470,1813740.0000000002,57720.00000000001,29688060,21090.000000000004,18976560,8788980.000000002,10378500.000000002,11637240.000000002,10998,0.09938170576468448,8151,241,1775,96,167,0.15519779208831647,0.07230910763569458,45229.170000000006,28420.440000000002,33.416666666666664,115.66666666666667,0,7.333333333333333,NA,NA,NA,NA
2012-2016,26,105,0,50618220,2640690,3665220.0000000005,12046830.000000002,55537740.00000001,228660.00000000003,39786840.00000001,14031510.000000002,19459410.000000004,19943370.000000004,28755,0.11065901582333507,26407,251,259,168,1257,0.16233857878766494,0.07236609978124338,48281.670000000006,27353.730000000003,109.91666666666667,204.41666666666666,0.25,12.666666666666668,NA,NA,NA,NA
2012-2016,26,107,0,102007890.00000001,59940.00000000001,6275940.000000001,1518480.0000000002,108145080.00000001,1159950,80802450.00000001,24501030.000000004,13316670.000000002,15814170.000000002,43259,0.17901477149263736,39622,1140,210,386,895,0.2260263747200796,0.1166210500124409,46427.97,22965.9,161.25,244.91666666666666,0.08333333333333333,18.666666666666668,NA,NA,NA,NA
2012-2016,26,115,1,294002370.00000006,15424560.000000002,20589390.000000004,985680.0000000001,259604580.00000003,2227770,143387580.00000003,89177400.00000001,81713760.00000001,85945080,149945,0.12027743505952182,137728,3489,621,934,5049,0.1084241476046612,0.04997032801035822,63234.48,30867.99,273.25925925925924,435.81481481481484,0.5555555555555556,23.88888888888889,33780,"Monroe, MI Metropolitan Statistical Area",43.12,18.61
2012-2016,26,119,1,13201230.000000002,788100,1292040.0000000002,276390.00000000006,13980450,67710.00000000001,9881220.000000002,4044840,5048280.000000001,5188140,9317,0.08028335301062574,8969,23,68,2,116,0.16292746678283598,0.05772162927466783,41230.950000000004,23999.31,31.25,26.5,0,12,NA,NA,NA,NA
2012-2016,26,127,0,57374790.00000001,1167720,3711840,17065140.000000004,61469580.00000001,44400.00000000001,41658300,13140180,17609040,18015300.000000004,26152,0.11781125726521872,21572,305,178,65,3771,0.1985541423435265,0.07662272393396992,46566.72,23043.600000000002,70.93333333333334,106.39999999999999,0.26666666666666666,7.199999999999999,NA,NA,NA,NA
2012-2016,26,133,0,30378480.000000004,1537350.0000000002,2343210,264180,31770420.000000004,53280,17193900,13306680,9547110,9641460.000000002,23172,0.11621784912825825,22024,218,172,72,387,0.22650433563983532,0.09941315582026802,43564.170000000006,22036.83,92.75,96.83333333333334,0,8.666666666666666,NA,NA,NA,NA
2012-2016,26,135,0,11621700,287490,972360.0000000001,2054610.0000000002,11896980.000000002,96570.00000000001,6022860.000000001,5874120.000000001,4011540.0000000005,4103670,8374,0.09445903988535945,8027,49,55,20,110,0.19532473792023136,0.06326063381130256,39044.25,22252.170000000002,112,157.75,0,11,NA,NA,NA,NA
2012-2016,26,149,0,116002770,2449770.0000000005,9000990.000000002,824730,116301360.00000001,589410.0000000001,50401770.00000001,34304550,26346960.000000004,26901960.000000004,60923,0.1261592502010735,53032,1537,290,334,4456,0.16195948090124096,0.07736375327777129,50405.100000000006,24622.02,77.48275862068965,116.75862068965517,0.1724137931034483,10.137931034482758,NA,NA,NA,NA
2012-2016,26,163,47,7718784600.000001,305520840,740130240.0000001,475003410.00000006,7107675210.000001,78104040.00000001,3683801400.0000005,2382691590.0000005,1397838540,2003868570,1767593,0.13242584690027626,878264,694872,5950,52497,99752,0.24504643812246799,0.11705245398966109,46667.73,26269.260000000002,1012.414364640884,1372.9834254143645,7.922651933701657,116.06077348066299,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",79.62,51.78
2012-2016,27,003,4,718880400,32124510.000000004,74441040.00000001,70754730.00000001,749423160,3244530,485007840,182044440,293308620.00000006,312200820,341249,0.13158133796729074,284385,17750,2246,14249,13847,0.07358215845733158,0.03236975744877304,81672.69,36686.61,170.72727272727272,761.5227272727273,0.13636363636363635,39.63636363636364,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",50.19,42.5
2012-2016,27,011,0,47070660,47730.00000000001,1433010.0000000002,2519700.0000000005,48177330,9990,36554520.00000001,7026300,4993890,5070480.000000001,5098,0.1012161632012554,4986,9,0,0,64,0.11335215812827754,0.050423557886244454,52316.520000000004,30880.200000000004,7.125,22,0,4,NA,NA,NA,NA
2012-2016,27,013,2,187769820,5070480.000000001,15995100.000000002,17809950,198364770.00000003,533910.0000000001,119091900.00000001,64882830.00000001,49423860.00000001,59191860.00000001,65524,0.20207862767840792,58539,2166,263,1355,2016,0.18258485850197534,0.09163911956784648,57852.090000000004,30329.640000000003,132.75,382.45,0.1,17.4,NA,NA,NA,NA
2012-2016,27,023,0,41410770.00000001,955710,2930400,9458310.000000002,40737e3,75480,24696390.000000004,12183360,10401810.000000002,10743690,12126,0.1169388091703777,10833,65,177,211,730,0.10821052631578948,0.031578947368421054,59985.51,30836.910000000003,23.555555555555557,62.77777777777778,0.3333333333333333,8.333333333333334,NA,NA,NA,NA
2012-2016,27,025,1,118873230.00000001,5226990.000000001,9946710.000000002,9619260,121613820,304140.00000000006,69912240,34754100.00000001,49256250.00000001,50566050,54041,0.13078958568494292,50845,672,218,386,1044,0.05978996321497322,0.02622600872929651,80927.88,33805.05,49.375,169.25,0.0625,17.75,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",50.19,42.5
2012-2016,27,029,0,27626790,818070,2277720.0000000005,3654120.0000000005,27727800.000000004,16650.000000000004,12043500.000000002,9774660.000000002,5638800,5663220,8764,0.11227749885896851,7478,29,805,51,150,0.16703526946804795,0.058084041438714935,49065.33,26392.47,68.5,102.75,0.25,0,NA,NA,NA,NA
2012-2016,27,031,0,31839240,438450.00000000006,3079140.0000000005,2084580.0000000005,32181120.000000004,33300.00000000001,15833040,11131080.000000002,7473630.000000001,8978790,5215,0.09837008628954938,4497,15,429,68,98,0.11931928060336491,0.02862115644942951,57490.23,36379.14000000001,32.75,130.75,0.25,12,NA,NA,NA,NA
2012-2016,27,033,0,65124810.00000001,1008990.0000000001,3170160.0000000005,4407810,64639740.00000001,63270,37470270.00000001,13165710.000000002,9701400.000000002,9820170,11557,0.10530414467422342,10136,72,54,337,786,0.15997869318181818,0.05832741477272727,52621.770000000004,28823.370000000003,28,43.54545454545455,0,6.909090909090909,NA,NA,NA,NA
2012-2016,27,037,2,841569810,18129630,96589980.00000001,79583670.00000001,849055650,2446440,589027050,190325040,353921280,371666850.00000006,411402,0.1297514353357543,330497,22082,1168,19178,27048,0.07161349999510586,0.030945645683858148,85826.31000000001,41365.26,157.02272727272728,742.6363636363636,0.38636363636363635,43.81818181818182,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",50.19,42.5
2012-2016,27,039,0,54302310.00000001,412920,6081690.000000001,13374390.000000002,55561050,81030,35392350.00000001,12833820.000000002,15745350.000000002,16021740.000000002,20361,0.12091744020431217,18876,67,54,181,988,0.0662942456001582,0.025805813723551514,76276.98000000001,33849.450000000004,62.75,126.125,0,15,40340,"Rochester, MN Metropolitan Statistical Area",46.35,31.25
