year,race,sex,age,pop
2018,white,Female,20-24,5936747
2018,white,Female,25-29,6423123
2018,white,Female,30-34,6217036
2018,white,Female,35-39,6052905
2018,white,Female,40-44,5641763
2018,white,Female,45-49,6486558
2018,white,Female,5-9,5138591
2018,white,Female,50-54,7089181
2018,white,Female,55-59,7826290
2018,white,Female,60-64,7473736
2018,white,Female,65-69,6588289
2018,white,Female,70-74,5277229
2018,white,Female,75-79,3715382
2018,white,Female,80-84,2678838
2018,white,Female,85+,3355133
2018,white,Male,0,1044531
2018,white,Male,1-4,4245167
2018,white,Male,10-14,5685615
2018,white,Male,15-19,5945622
2018,white,Male,20-24,6277356
2018,white,Male,25-29,6655293
2018,white,Male,30-34,6351373
2018,white,Male,35-39,6138754
2018,white,Male,40-44,5694573
2018,white,Male,45-49,6505827
2018,white,Male,5-9,5394368
2018,white,Male,50-54,6977160
2018,white,Male,55-59,7559599
2018,white,Male,60-64,7034737
2018,white,Male,65-69,6053459
2018,white,Male,70-74,4695473
2018,white,Male,75-79,3088775
2018,white,Male,80-84,2006195
2018,white,Male,85+,1849927
